summary_path,reference_path,METEOR,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore,Summary Coverage,Cosine Similarity
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_04_2023_02_04-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_04_2023_02_04.txt,0.06491120484856568,0.00037241828389910015,0.1606484893146647,0.02949852507374631,0.07958732498157702,0.783301055431366,0.09916201117318436,0.5594582585869841
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_04_2023_02_04-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_04_2023_02_04.txt,0.056494199523438454,8.276727657977948e-05,0.1622429906542056,0.028432472876917324,0.07700934579439252,0.7867608666419983,0.11173184357541899,0.5490543511464868
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_05_2023_02_11-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_05_2023_02_11.txt,0.039538455356316206,4.361798713222229e-06,0.11281422440220722,0.020245398773006136,0.058859595340282025,0.7828341722488403,0.08313817330210772,0.5444209539022992
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_05_2023_02_11-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_05_2023_02_11.txt,0.04896179465338999,1.899260977313731e-05,0.13629449345908123,0.030441400304414005,0.06388804380894432,0.7827336192131042,0.09718969555035128,0.5529658322214537
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_05_2023_02_11-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_05_2023_02_11.txt,0.050839114913227505,1.8233168845878363e-05,0.14568729046022555,0.028667276608722175,0.06583358732093873,0.7867552638053894,0.1053864168618267,0.575570225718082
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_05_2023_02_11-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_05_2023_02_11.txt,0.040683885425742604,1.294985606941524e-05,0.12199630314232901,0.032675709001233046,0.058533579790511395,0.7913983464241028,0.09601873536299765,0.6137469155937634
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_05_2023_02_11-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_05_2023_02_11.txt,0.0551456346841478,4.211887137379747e-05,0.1517533252720677,0.0338777979431337,0.06952841596130593,0.7846066355705261,0.11007025761124122,0.5603316589416425
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_06_2023_02_18-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_06_2023_02_18.txt,0.04199439260738389,2.6863182897712538e-06,0.111875,0.028767979987492184,0.056875,0.7815735340118408,0.07042253521126761,0.43117846040240776
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_06_2023_02_18-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_06_2023_02_18.txt,0.04554852982799755,1.5581702577190204e-05,0.12108174554394593,0.023985239852398525,0.0590043023970498,0.7783876061439514,0.08568075117370892,0.4724732691208523
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_06_2023_02_18-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_06_2023_02_18.txt,0.05636211026587839,0.00022860292363119922,0.14365947383978717,0.02839396628216504,0.0744900975465563,0.7691879272460938,0.07276995305164319,0.478321799432286
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_06_2023_02_18-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_06_2023_02_18.txt,0.05256954020430691,0.00011624791307868476,0.136969696969697,0.03881140084899939,0.0703030303030303,0.7763593196868896,0.0903755868544601,0.48700839952934866
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_06_2023_02_18-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_06_2023_02_18.txt,0.057604885297197005,0.00018630783997119671,0.14685525127896476,0.04215597711532671,0.0698164309359013,0.7763063907623291,0.09976525821596244,0.49481743767465763
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_07_2023_02_25-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_07_2023_02_25.txt,0.03239947910646972,5.32184082696006e-07,0.09437386569872958,0.020581113801452784,0.05202661826981246,0.7838935852050781,0.08004640371229699,0.5610623711307461
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_07_2023_02_25-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_07_2023_02_25.txt,0.03686176546173031,2.818157119080547e-06,0.10239520958083834,0.024565608148591968,0.053293413173652694,0.7795977592468262,0.0765661252900232,0.5529082909403434
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_07_2023_02_25-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_07_2023_02_25.txt,0.03987076777785517,1.3711209158038958e-05,0.10812407680945348,0.017735737511084836,0.05790251107828656,0.7808372974395752,0.07424593967517401,0.5083461385587748
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_07_2023_02_25-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_07_2023_02_25.txt,0.03627820202586375,1.0118303989176352e-05,0.09810874704491725,0.013601419278533415,0.053782505910165486,0.7812685966491699,0.07308584686774942,0.4341014208926763
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_07_2023_02_25-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_07_2023_02_25.txt,0.039522692761373414,7.325546874301613e-06,0.10866983372921614,0.024955436720142603,0.060570071258907364,0.7822168469429016,0.06264501160092807,0.5600914273910775
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_08_2023_03_04-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_08_2023_03_04.txt,0.04820458437759991,1.6913582794702687e-05,0.13211567732115675,0.02985074626865672,0.06453576864535768,0.7926656603813171,0.09451575262543757,0.601766180146031
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_08_2023_03_04-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_08_2023_03_04.txt,0.055989527958254875,9.509487064913587e-05,0.15229629629629632,0.03320486214052772,0.07644444444444444,0.7806532979011536,0.08168028004667445,0.5580625316286735
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_08_2023_03_04-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_08_2023_03_04.txt,0.05382970197636355,3.467691976314404e-05,0.14316174230886383,0.04327948796098751,0.07188547060615291,0.7959939241409302,0.08751458576429405,0.6372009471991923
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_08_2023_03_04-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_08_2023_03_04.txt,0.04707256976775093,2.804281881002921e-05,0.13121757705218187,0.035419847328244276,0.06713457430576748,0.7922934293746948,0.09218203033838973,0.5762145473986514
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_08_2023_03_04-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_08_2023_03_04.txt,0.04526761752694049,2.8297978702243184e-05,0.1306593740504406,0.032228640924293096,0.06502582801580066,0.7915050387382507,0.08868144690781797,0.5915088708939519
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_09_2023_03_11-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_09_2023_03_11.txt,0.04093907644547924,1.2198406248385005e-05,0.11017214397496089,0.014406514249921704,0.06384976525821597,0.7649791836738586,0.05821917808219178,0.46910074713804556
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_09_2023_03_11-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_09_2023_03_11.txt,0.03752367066442676,1.2142338119904107e-05,0.11019108280254777,0.018483110261312937,0.06369426751592357,0.7790591716766357,0.0684931506849315,0.5648050797533467
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_09_2023_03_11-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_09_2023_03_11.txt,0.044801361833653616,3.91065755014704e-05,0.12234706616729088,0.018738288569643973,0.06679151061173533,0.7781397700309753,0.07990867579908675,0.5716461032196858
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_09_2023_03_11-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_09_2023_03_11.txt,0.043203657780533165,2.6627663026396953e-05,0.12929167955459328,0.021046115753636647,0.07423445716053201,0.7758703827857971,0.0730593607305936,0.5528398890925996
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_09_2023_03_11-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_09_2023_03_11.txt,0.0426759906013016,3.570852738765831e-05,0.11253516723976244,0.01876759461995621,0.07127227258518287,0.7779592871665955,0.0593607305936073,0.5378669855447608
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_10_2023_03_18-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_10_2023_03_18.txt,0.02431937177343125,1.8222908919443403e-08,0.0697315643319963,0.012349490583513428,0.03949398333847578,0.7657326459884644,0.05944055944055944,0.40048745759819654
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_10_2023_03_18-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_10_2023_03_18.txt,0.031155559352020447,7.349294029435541e-07,0.08270449743434954,0.015101177891875567,0.04769091457893148,0.775594174861908,0.06643356643356643,0.4329282681639371
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_10_2023_03_18-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_10_2023_03_18.txt,0.045435061550182454,2.8093975983521963e-05,0.11952422396286623,0.022060957910014518,0.06498404409631564,0.7763373255729675,0.07342657342657342,0.4808753144619491
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_10_2023_03_18-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_10_2023_03_18.txt,0.026860254083484577,1.590358362253121e-07,0.07544873745056282,0.012785388127853884,0.04259202920596288,0.764082670211792,0.05827505827505827,0.4148060557488553
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_10_2023_03_18-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_10_2023_03_18.txt,0.031653270368607184,4.788447958948724e-07,0.08104021771998791,0.013313161875945537,0.04777744179014212,0.7753412127494812,0.06293706293706294,0.4624252310130091
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_11_2023_03_25-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_11_2023_03_25.txt,0.03709960581668819,1.353773240266597e-06,0.11013698630136987,0.013706140350877194,0.05808219178082191,0.7887261509895325,0.08482676224611709,0.5051006524528204
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_11_2023_03_25-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_11_2023_03_25.txt,0.03513423931057341,1.6297367920778075e-06,0.1068576149820986,0.015982364287682557,0.057284494629578624,0.7874521613121033,0.09199522102747909,0.47644498948070324
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_11_2023_03_25-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_11_2023_03_25.txt,0.04789208603091018,1.0539733574589488e-05,0.13715510313420842,0.0251943178772447,0.0680417894454862,0.7869563102722168,0.09438470728793309,0.5382713308951836
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_11_2023_03_25-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_11_2023_03_25.txt,0.040011904368241785,6.578165979626208e-06,0.1204754186925986,0.02108108108108108,0.06428957320367369,0.7860192656517029,0.08721624850657109,0.543908887839628
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_11_2023_03_25-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_11_2023_03_25.txt,0.041342176133167374,5.538487082447915e-06,0.12124492557510148,0.016246953696181968,0.05953991880920162,0.7846980094909668,0.0931899641577061,0.5179096145840427
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_12_2023_04_01-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_12_2023_04_01.txt,0.046765762369092675,1.9044848464548812e-05,0.12184412733260153,0.019769357495881382,0.06695938529088913,0.7797233462333679,0.07809110629067245,0.5598676638132906
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_12_2023_04_01-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_12_2023_04_01.txt,0.0440917374846017,2.6626442811621025e-05,0.11748558880043919,0.017577588574567423,0.05819379632171287,0.7785215377807617,0.07809110629067245,0.520781773495148
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_12_2023_04_01-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_12_2023_04_01.txt,0.03765661158835578,8.16247160356138e-06,0.10016787912702854,0.017917133258678608,0.056519306099608285,0.7773112654685974,0.06941431670281996,0.5376159296848589
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_12_2023_04_01-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_12_2023_04_01.txt,0.0464576467135641,1.8772843424542256e-05,0.12358620689655171,0.019873033397736682,0.058482758620689655,0.7794649600982666,0.0878524945770065,0.5723723462397621
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_12_2023_04_01-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_12_2023_04_01.txt,0.04932455060325049,4.1719966164744995e-05,0.1331151118385161,0.018013100436681223,0.06601200218221495,0.7768593430519104,0.0878524945770065,0.5610752415732971
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_13_2023_04_08-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_13_2023_04_08.txt,0.024631598385240018,2.5463633795565704e-07,0.06898656898656899,0.014660965180207697,0.03663003663003663,0.777673602104187,0.057297297297297295,0.407279892651004
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_13_2023_04_08-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_13_2023_04_08.txt,0.03307269822046965,1.9943199494844075e-06,0.09066507605129735,0.014324082363473592,0.052490307187593205,0.7808246612548828,0.07027027027027027,0.4646629406232905
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_13_2023_04_08-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_13_2023_04_08.txt,0.028398813399898706,9.48057257770274e-07,0.07875894988066826,0.010149253731343283,0.04832935560859188,0.777092456817627,0.04432432432432432,0.3779284974560201
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_13_2023_04_08-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_13_2023_04_08.txt,0.027160134290379875,8.084425890261099e-07,0.07718018839258584,0.01763453937366981,0.04679428745062292,0.7854581475257874,0.04756756756756757,0.48486040431680677
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_13_2023_04_08-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_13_2023_04_08.txt,0.038598270297241506,4.7648386680188366e-05,0.10566258026853473,0.01635514018691589,0.053123175715119667,0.7787282466888428,0.06918918918918919,0.4468200696679339
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_14_2023_04_15-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_14_2023_04_15.txt,0.03317061459420902,1.0094189469666488e-06,0.09131337088645124,0.018985464253930585,0.051586125111176995,0.7775510549545288,0.07077625570776255,0.47842776543578797
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_14_2023_04_15-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_14_2023_04_15.txt,0.04466135116612298,2.747792136773369e-06,0.11288914751236544,0.013973799126637553,0.058190282222868775,0.7795411348342896,0.08105022831050228,0.5210442784549812
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_14_2023_04_15-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_14_2023_04_15.txt,0.037270974104862124,3.8085935245283635e-06,0.10268515786367659,0.018895777974608795,0.05252286810268515,0.778965950012207,0.07990867579908675,0.4611984819254829
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_14_2023_04_15-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_14_2023_04_15.txt,0.037945080520479464,3.374968775922703e-06,0.10630841121495328,0.011104617182933957,0.056074766355140186,0.7760330438613892,0.07077625570776255,0.48894951275962295
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_14_2023_04_15-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_14_2023_04_15.txt,0.04020098566555951,4.117218618702468e-06,0.11037272464605605,0.010985834056085574,0.059520369835307715,0.7719619870185852,0.06506849315068493,0.4327971903603299
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_15_2023_04_22-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_15_2023_04_22.txt,0.026066350710900476,4.6792120751583767e-07,0.0751311647429171,0.013856812933025405,0.03189926547743967,0.7827534079551697,0.14831460674157304,0.5377530386523957
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_15_2023_04_22-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_15_2023_04_22.txt,0.02477219538913509,1.5428912525727924e-06,0.06899400950216898,0.007026245091961149,0.030159058045858295,0.7739313244819641,0.11235955056179775,0.43321913829436814
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_15_2023_04_22-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_15_2023_04_22.txt,0.027662165155944933,1.3086853814833315e-06,0.07929883138564274,0.013778705636743216,0.03631051752921536,0.7796862721443176,0.11235955056179775,0.6354126056405931
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_15_2023_04_22-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_15_2023_04_22.txt,0.01625406351587897,1.679106624706934e-09,0.04844587352625938,0.006004717992708557,0.023151125401929262,0.7822263240814209,0.09887640449438202,0.49182446476811764
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_15_2023_04_22-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_15_2023_04_22.txt,0.008651820643996389,1.4106153242552136e-16,0.027686222808174028,0.0026379424049241588,0.01801801801801802,0.7687067985534668,0.060674157303370786,0.10208671421716199
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_16_2023_04_29-summary_1.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_16_2023_04_29.txt,0.04532708337795307,3.5162698688711894e-05,0.12630948817719245,0.025157232704402517,0.06405267883867105,0.7814303040504456,0.09501187648456057,0.48316741157762466
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_16_2023_04_29-summary_2.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_16_2023_04_29.txt,0.03710806747981132,5.1153558089995725e-06,0.10602847621932748,0.018793573810245528,0.05937594668282339,0.7779372930526733,0.09263657957244656,0.45056311264201915
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_16_2023_04_29-summary_3.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_16_2023_04_29.txt,0.03659640150939353,2.4157750635084325e-06,0.10858356081286016,0.015781487101669198,0.057021534728541094,0.7798968553543091,0.08669833729216152,0.4311324039172147
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_16_2023_04_29-summary_4.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_16_2023_04_29.txt,0.03915467311329706,1.3135531969738004e-05,0.11333333333333333,0.030321406913280776,0.062424242424242424,0.7782214283943176,0.09144893111638955,0.4983152915229293
voiceapp\output\summaries_folder\llama3.2_3b_20241213_084209\CJG_16_2023_04_29-summary_5.txt,C:/Users/G/Documents/GitHub/audycje.com.pl/content/audio\CJG_16_2023_04_29.txt,0.045817947393881384,4.865331966103744e-05,0.13147764287829436,0.026074074074074076,0.06455433816997336,0.7784966230392456,0.08907363420427554,0.4915465510174408
